index,column,original_value,modified_value,difference_percentage
5,Val_C,13.753304,13.411586,0.02484624785433378
6,Val_C,13.411586,12.810633,0.04480849617636576
7,Val_C,12.810633,11.470791,0.10458827444358129
8,Val_C,11.470791,11.852712,0.03329508836836101
10,Val_C,11.824292,13.668741,0.15598811328407663
11,Val_C,13.668741,14.848796,0.08633238423348569
12,Val_C,14.848796,12.169177,0.180460355169537
13,Val_C,12.169177,11.127001,0.08564063124400274
14,Val_C,11.127001,12.180408,0.0946712416040944
15,Val_C,12.180408,13.490443,0.10755263698884314
16,Val_C,13.490443,18.066486,0.3392062810687536
17,Val_C,18.066486,13.599946,0.24722793353394798
18,Val_C,13.599946,16.169123,0.18891082361650555
19,Val_C,16.169123,16.963083,0.04910346714537344
20,Val_C,16.963083,17.589296,0.03691622566487471
22,Val_C,17.481806,13.924859,0.20346564880081608
23,Val_C,13.924859,14.704977,0.056023403899457785
24,Val_C,14.704977,11.994923,0.18429501793848435
25,Val_C,11.994923,15.241613,0.27067201681911585
26,Val_C,15.241613,14.706606,0.03510173103069855
27,Val_C,14.706606,16.20998,0.10222440174163915
28,Val_C,16.20998,16.879956285714286,0.04133109884862809
29,Val_C,16.879956285714286,16.037264,0.04992265805969334
30,Val_C,16.037264,15.470975,0.03531082359185464
31,Val_C,15.470975,16.318783,0.05479990756885074
32,Val_C,16.318783,17.077557,0.046496972231323805
34,Val_C,17.123953,19.180807,0.12011560648408702
35,Val_C,19.180807,19.474005,0.015286009603245406
36,Val_C,19.474005,18.928156,0.028029622052577113
37,Val_C,18.928156,16.702482,0.11758535802431053
38,Val_C,16.702482,18.715088,0.12049742068274653
39,Val_C,18.715088,17.458422,0.06714721298665562
40,Val_C,17.458422,16.402002,0.06051062346871895
41,Val_C,16.402002,16.232388,0.010341054707833792
42,Val_C,16.232388,15.981068,0.01548262646260056
43,Val_C,15.981068,17.415941,0.08978580154968363
44,Val_C,17.415941,16.166422,0.07174570699338034
45,Val_C,16.166422,18.427517,0.13986366309131365
46,Val_C,18.427517,18.077652,0.018986008804116213
47,Val_C,18.077652,16.673492,0.07767380409801013
48,Val_C,16.673492,14.856101,0.10899882280208603
49,Val_C,14.856101,13.747316,0.07463499339429645
51,Val_C,13.663777,14.221255,0.04079969981945693
52,Val_C,14.332086,18.971991,0.3237424754498402
53,Val_C,14.337307,18.305714,0.2767888697647333
54,Val_C,14.221255,19.403688,0.3644146033525171
55,Val_C,18.971991,18.60252,0.019474550667876702
56,Val_C,18.305714,19.845009,0.08408822513014258
57,Val_C,19.403688,13.060632,0.3268995048776294
58,Val_C,18.60252,15.206653,0.1825487622107112
59,Val_C,19.845009,13.103513,0.33970737932142037
60,Val_C,13.060632,13.901435,0.0643768999846255
61,Val_C,15.206653,11.645289,0.23419775541665871
62,Val_C,13.103513,11.845888,0.09597617066507273
64,Val_C,11.645289,14.761889,0.26762753590743865
65,Val_C,11.845888,13.074633,0.10372755508071661
66,Val_C,13.801586,18.707945,0.3554924050033089
67,Val_C,14.761889,21.22072,0.4375341800768181
68,Val_C,13.074633,20.128399,0.5395001144582797
69,Val_C,18.707945,17.094728,0.08623165184631444
70,Val_C,21.22072,17.75037,0.16353592149559487
71,Val_C,20.836443,13.470119,0.35353078258126874
72,Val_C,20.128399,12.785198,0.3648179370848124
73,Val_C,17.094728,14.683328,0.1410610335537366
74,Val_C,17.75037,16.041304,0.09628340141642118
75,Val_C,13.470119,15.273793,0.13390186085215722
76,Val_C,12.785198,15.886093,0.2425378942117284
77,Val_C,14.683328,15.367809,0.04661620308420543
78,Val_C,16.041304,13.417872285714283,0.1635422977013413
79,Val_C,15.273793,14.476609,0.05219292941838348
80,Val_C,15.886093,13.858179,0.12765341358633622
81,Val_C,15.367809,13.642931,0.11223968231255338
82,Val_C,13.417872285714283,14.617537,0.08940796936657193
83,Val_C,14.476609,14.278839,0.013661348455290892
84,Val_C,13.858179,14.750229,0.06436992912272235
86,Val_C,14.617537,14.468472,0.010197682413938834
87,Val_C,14.278839,13.596508,0.04778616804909696
89,Val_C,13.715898,15.843042,0.15508601770004424
91,Val_C,13.596508,33.25969335,1.44619378372741
92,Val_C,14.781486,17.694368,0.19706286634510237
93,Val_C,15.843042,18.147388,0.14544845617400995
94,Val_C,14.499116,17.79121,0.22705480803105504
95,Val_C,17.056253,17.726952,0.03932276332908517
96,Val_C,17.694368,15.363297,0.13174084544867617
97,Val_C,18.147388,14.065738,0.2249166656931565
98,Val_C,17.79121,18.050432,0.014570228781516332
99,Val_C,17.726952,17.973494,0.01390774905917261
100,Val_C,15.363297,16.592621,0.08001693907238804
101,Val_C,14.065738,16.672735,0.18534377648723444
102,Val_C,18.050432,13.555066,0.24904478740453417
103,Val_C,17.973494,13.084423,0.27201561365864646
104,Val_C,16.592621,0.5296996198709953,0.9680761936362557
105,Val_C,16.672735,0.8835642961544377,0.9470054375509215
106,Val_C,13.555066,0.9958382380486689,0.9265338702114273
107,Val_C,13.084423,0.4704993578739891,0.9640412605222264
108,Val_C,13.505853,0.6038286634957863,0.9552913345424545
2,Val_X,0.909522,0.738432,0.18810979833363026
5,Val_X,0.647519,0.5021460600000001,0.2245076051822416
16,Val_X,0.647575,0.817886,0.26299810832722076
30,Val_X,0.777645,0.53612286,0.3105814864108945
32,Val_X,0.722457,0.876888,0.2137580506521495
33,Val_X,0.876888,0.63224382,0.2789913649177546
34,Val_X,0.810569,0.939465,0.15901915814693138
38,Val_X,0.937968,0.6580446600000001,0.2984359167903382
39,Val_X,0.843647,0.69482946,0.17639787731124512
40,Val_X,0.890807,0.713611,0.19891626356775374
52,Val_X,0.725347,0.96163,0.32575167471568783
53,Val_X,0.735599,0.976367,0.3273087646938073
54,Val_X,0.717658,0.976367,0.3604906515359683
57,Val_X,0.976367,0.609686,0.37555652741233575
58,Val_X,1.031633,0.573572,0.4440154589858991
59,Val_X,1.009527,0.524712,0.4802397558460547
62,Val_X,0.524712,0.43518072,0.17062937382792837
65,Val_X,0.557924,0.42204318,0.24354718563818722
66,Val_X,0.576872,1.01058,0.7518270950921521
67,Val_X,0.568451,0.991865,0.7448557571364989
68,Val_X,0.541081,1.006837,0.860787941177014
69,Val_X,1.01058,0.838407,0.1703704803182331
70,Val_X,0.991865,0.62768238,0.36716954424241205
71,Val_X,0.976894,0.60232,0.3834336171580541
72,Val_X,1.006837,0.60232,0.4017700978410607
73,Val_X,0.838407,0.60232,0.2815899676410145
74,Val_X,0.804721,0.66896,0.16870567563167857
80,Val_X,0.66896,0.56342,0.15776728055489112
84,Val_X,0.56342,0.69229,0.22872812466721082
85,Val_X,0.561334,0.46568339999999997,0.1703987287426025
89,Val_X,0.59703,0.70228,0.17628929869520807
90,Val_X,0.589505,0.692027,0.17391201092441966
91,Val_X,0.619607,0.775864,0.2521872735459735
95,Val_X,0.775864,0.6379191000000001,0.17779520637637514
96,Val_X,0.775864,1.014322,0.30734510171885787
98,Val_X,0.871571,1.006837,0.15519791273459074
99,Val_X,0.817845,1.006837,0.23108535235894323
100,Val_X,1.014322,0.59988006,0.408590112410063
101,Val_X,1.025551,0.816237,0.2040990647954125
102,Val_X,1.006837,0.655005,0.34944285917184215
103,Val_X,1.006837,0.67372,0.33085494474279353
104,Val_X,0.769077,0.4095997195121094,0.46741390067300237
106,Val_X,0.655005,0.9442045718534874,0.4415226934962137
107,Val_X,0.67372,0.2005719774576743,0.7022917867100957
108,Val_X,0.67372,0.18178934320545626,0.7301707783568007
1,Val_Y,0.005943,0.010181,0.7131078579841831
2,Val_Y,0.010181,0.006008,0.4098811511639328
3,Val_Y,0.006008,0.01076236,0.7913382157123835
4,Val_Y,0.008092,0.002923,0.638779041028176
5,Val_Y,0.002923,0.002481,0.15121450564488528
6,Val_Y,0.002481,0.013905,4.60459492140266
8,Val_Y,0.013475,0.003041,0.7743228200371057
9,Val_Y,0.003041,0.011431,2.758960868135482
10,Val_Y,0.011431,0.00928,0.18817251334091506
11,Val_Y,0.00928,0.007445,0.1977370689655172
12,Val_Y,0.007445,0.015455,1.0758898589657488
13,Val_Y,0.015455,0.0013433000000000002,0.9130831446133937
14,Val_Y,0.00101,0.007103,6.032673267326732
15,Val_Y,0.007103,0.014639,1.0609601576798535
16,Val_Y,0.014639,0.010142,0.3071931142837625
17,Val_Y,0.010142,0.007125,0.29747584302898833
18,Val_Y,0.007125,0.015209,1.1345964912280702
19,Val_Y,0.015209,0.009649,0.36557301597738184
20,Val_Y,0.009649,0.012963,0.3434552803399317
21,Val_Y,0.012963,0.015651,0.20735940754454996
22,Val_Y,0.015651,0.003977,0.745894831001214
23,Val_Y,0.003977,0.009525,1.3950213728941416
24,Val_Y,0.009525,0.001765,0.8146981627296588
25,Val_Y,0.001765,0.015547,7.8084985835694045
26,Val_Y,0.015547,0.019934,0.28217662571557217
27,Val_Y,0.019934,0.008259,0.585682753085181
28,Val_Y,0.008259,0.002264,0.7258748032449449
29,Val_Y,0.002264,0.002607,0.1515017667844523
30,Val_Y,0.002607,0.003183,0.22094361334867668
31,Val_Y,0.003183,0.006149,0.9318253220232484
32,Val_Y,0.006149,0.009629,0.5659456822247521
33,Val_Y,0.009629,0.011954,0.2414580953370027
35,Val_Y,0.012164,0.021879,0.7986682012495889
36,Val_Y,0.021879,0.008338,0.6189039718451483
38,Val_Y,0.008889,0.020482,1.304196197547531
39,Val_Y,0.0154,0.001945,0.8737012987012986
40,Val_Y,0.001945,0.009364,3.8143958868894607
42,Val_Y,0.009844,0.007734,0.2143437626980902
43,Val_Y,0.007734,0.002379,0.6923972071373158
44,Val_Y,0.002379,0.008244,2.465321563682219
45,Val_Y,0.008244,0.006839,0.17042697719553615
46,Val_Y,0.006839,0.007845,0.147097528878491
47,Val_Y,0.007845,0.000717,0.9086042065009561
48,Val_Y,0.000717,0.000192,0.7322175732217573
49,Val_Y,0.000192,0.005283,26.515625
50,Val_Y,0.005283,0.00726,0.3742191936399772
51,Val_Y,0.00726,0.011097520000000001,0.5285840220385677
52,Val_Y,0.008313,0.012462,0.49909779862865417
53,Val_Y,0.003162,0.007145,1.2596457938013916
54,Val_Y,0.008344,0.006994,0.16179290508149574
55,Val_Y,0.012462,0.005777,0.5364307494784144
56,Val_Y,0.007145,0.011862,0.6601819454163749
57,Val_Y,0.006994,0.001898,0.728624535315985
58,Val_Y,0.005777,0.00075,0.8701748312272807
59,Val_Y,0.011862,0.004023,0.6608497723823975
60,Val_Y,0.001898,0.006651857142857144,2.504666566310403
61,Val_Y,0.00075,0.000151,0.7986666666666667
62,Val_Y,0.004023,0.005233,0.3007705692269451
64,Val_Y,0.000151,0.005428,34.94701986754966
65,Val_Y,0.005233,0.003623,0.30766290846550737
66,Val_Y,0.00606,0.00837,0.38118811881188125
67,Val_Y,0.005428,0.003616,0.3338246131171702
68,Val_Y,0.003623,0.00657,0.8134142975434724
69,Val_Y,0.00837,0.005218,0.3765830346475508
70,Val_Y,0.003616,0.000879,0.7569137168141593
71,Val_Y,0.000419,0.006935950000000001,15.553579952267304
72,Val_Y,0.00657,0.002859,0.5648401826484019
73,Val_Y,0.005218,0.001358,0.7397470295132235
74,Val_Y,0.000879,0.007516,7.550625711035268
75,Val_Y,0.005215,0.008639,0.6565675934803453
76,Val_Y,0.002859,0.00830585,1.9051591465547393
77,Val_Y,0.001358,0.007913,4.826951399116347
78,Val_Y,0.007516,0.003131,0.5834220329962746
79,Val_Y,0.008639,0.005709,0.3391596249565923
80,Val_Y,0.006245,0.011015,0.7638110488390715
81,Val_Y,0.007913,0.003824,0.5167445974977884
82,Val_Y,0.003131,0.008354,1.6681571382944747
83,Val_Y,0.005709,0.01287972,1.2560378349973729
84,Val_Y,0.011015,0.005883,0.46591012256014525
85,Val_Y,0.003824,0.014327,2.746600418410041
86,Val_Y,0.008354,0.00038437,0.9539897055302848
87,Val_Y,0.009684,0.002084,0.7847996695580339
89,Val_Y,0.014327,0.011918,0.16814406365603404
90,Val_Y,0.000289,0.002239,6.747404844290658
91,Val_Y,0.002084,0.008845,3.244241842610365
92,Val_Y,0.006156,0.010341,0.6798245614035087
93,Val_Y,0.011918,0.007196,0.3962074173519047
94,Val_Y,0.002239,0.00028,0.8749441715051363
95,Val_Y,0.008845,0.08024821,8.072720180893159
96,Val_Y,0.010341,0.008967,0.13286916158978826
97,Val_Y,0.007196,0.004139,0.42481934408004446
98,Val_Y,0.00028,0.005674,19.264285714285716
99,Val_Y,0.060337,0.006797,0.8873493876062781
100,Val_Y,0.008967,0.003796,0.5766700122672019
101,Val_Y,0.004139,0.002236,0.4597728920028993
102,Val_Y,0.005674,0.02291989,3.0394589354952415
103,Val_Y,0.006797,0.004026,0.4076798587612182
104,Val_Y,0.003796,0.018307946647702078,3.8229574941259425
105,Val_Y,0.002236,0.42210865394477726,187.77846777494509
106,Val_Y,0.017233,0.13114411183839636,6.610056974316508
107,Val_Y,0.004026,0.20856722359570423,50.805072924914114
108,Val_Y,0.010213,0.5190297006211498,49.82049354951041
4,Val_Z,0.004202,0.0323704,6.703569728700619
9,Val_Z,0.006098,0.028235200000000002,3.6302394227615618
20,Val_Z,0.00578,0.0180792,2.127889273356401
23,Val_Z,0.005556,0.036363200000000005,5.544852411807057
35,Val_Z,0.003984,0.0365016,8.162048192771085
43,Val_Z,0.004545,0.0199288,3.384774477447744
46,Val_Z,0.003425,0.0228568,5.673518248175182
48,Val_Z,0.00365,0.0329896,8.038246575342466
104,Val_Z,0.004717,0.14865961285064577,30.51571186148946
106,Val_Z,0.005714,0.5183550554747868,89.71667054161476
